account_id,username,bio,profile_picture,account_age,tweets_count,followers_count,following_count,duplicate_tweets,content_similarity,follower_following_ratio,tweet_frequency,is_fake,is_clone,report,blocked,avg_distance,name
K121963311,Phoebus_Ji,Îë_±_Î__ÜóITî‡Üó_´ÁÎ_„ICÎ‡«Â†ÎŸšÜó_‰_ñÎ‡_Î_‰†„Üó_ŠåÎ‡____ÎìÂÎ„__åÜó_ìŠfoÎËƒÎ__Üó_Ÿfo_†Î_ÇÜó‰,1,5725,25509,3165,4879,0,0.1,0.6485655737704918,4.455720524017467,0,0,0,0,0.5,_é‹ÎŸÎ____
K226772129,paulinhohopp,Photographer,1,5683,4439,314,272,0,0.1,1.15018315018315,0.7811015308815766,0,0,0,0,0.5,Paulinho
K20796447,SteveAustria,Former Member of the United States Congress. Represented the 7th Congressional District of Ohio. http://t.co/maWQU2rF,1,6353,358,5766,333,0,0.1,17.263473053892216,0.05635133008027703,0,0,0,0,0.5,Steve Austria
K82006140,annie_guerra,,1,6111,2,13,47,0,0.1,0.2708333333333333,0.0003272786777941417,0,0,0,0,0.5,annie guerra
K166345340,paolitagdiaz,Argentina morando no Brasil.,1,5838,1748,136,300,0,0.1,0.45182724252491696,0.29941760877012674,0,0,0,0,0.5,Paola  Diaz
K7861312,feliciaday,"Actress, New Media Geek, Author, Gamer, Misanthrope. I like to keep my Tweets real and not waste people's time.",1,6916,30143,2944752,555,0,0.1,5296.3165467625895,4.358444187391556,0,0,0,0,0.5,Felicia Day
K62442994,AndersFoghR,Founder and Chairman of Rasmussen Global,1,6182,2571,259698,150,0,0.1,1719.8543046357615,0.4158848269168554,0,0,0,0,0.5,AndersFogh Rasmussen
K238388617,mcflyjrmartin,SC: joshanity IG: mcflyjrmarty,1,5652,3379,301,285,0,0.1,1.0524475524475525,0.5978414720452937,0,0,0,0,0.5,M‘îRTI‘æ
K94106782,delben29,"I think I'm a good person, trying everyday.",1,6061,431,85,254,0,0.1,0.3333333333333333,0.07111037782544134,0,0,0,0,0.5,Del Bender
K78453,khoi,"Principal designer at @adobe working on @adobexd and more, blogger @subtraction.",1,7141,16244,346848,2306,0,0.1,150.34590377113133,2.2747514353731972,0,0,0,0,0.5,Khoi Vinh
K3161044042,uncarvedblock64,,1,4104,14,8,170,0,0.1,0.04678362573099415,0.00341130604288499,0,0,0,0,0.5,Brian M
K34395450,xhckr,Co-Founder @yellowmssngr & Botplatform.io. Entrepreneur in making. https://t.co/XPbVSKJAQ3 || https://t.co/g81AEpYMcX. Young Padawan.,1,6285,756,482,661,0,0.1,0.7280966767371602,0.12028639618138424,0,0,0,0,0.5,Rashid Khan
K31740510,Tahj_Mowry,I ‰ª´ Jesus. // BABY DADDY Weds. @freeformTV 8:30/7:30c // #futurefunk an EP https://t.co/0d62tYRQAk // snap: Tahj_Mowry // 2 Corinthians 4:18 ‰ÛÊ,1,6291,39023,398626,1141,0,0.1,349.05954465849385,6.202988396121444,0,0,0,0,0.5,Tahj Mowry
K15762276,scott_bot,"historian of science, juggler, digital humanist, information scientist, OA advocate. irregular blogger. all views in tweets are somebody else's, I swear.",1,6543,17725,3221,868,0,0.1,3.7065592635212887,2.7090019868561823,0,0,0,0,0.5,Scott B. Weingart
K885239581,vedang_singh,meh,1,5012,131,165,993,0,0.1,0.1659959758551308,0.02613727055067837,0,0,0,0,0.5,vedang singh
K206394558,JoolianGarcia,,1,5737,273,324,340,0,0.1,0.9501466275659824,0.04758584626111208,0,0,0,0,0.5,Julian Garcia
K21035409,michaelianblack,Nine years in the NFL. Two rings.,1,6350,65353,2072685,636,0,0.1,3253.822605965463,10.291811023622047,0,0,0,0,0.5,Michael Ian Black
K66511103,tatatessari,Paz filhos da puta.,1,6168,34250,506,257,0,0.1,1.9612403100775193,5.552853437094682,0,0,0,0,0.5,talita
K20221159,jeremypiven,Catch Up on Mr. Selfridge on Amazon Prime,1,6360,4278,2676782,224,0,0.1,11896.808888888889,0.6726415094339623,0,0,0,0,0.5,Jeremy Piven
K35503367,ionekr,Computing fan.,1,6281,6836,994,4663,0,0.1,0.21312178387650085,1.0883617258398344,0,0,0,0,0.5,Luis Omar
K52534584,YO_RANDYJACKSON,"American bassist, singer, record producer, music manager, and former A&R executive. He is best known as a judge on American Idol and Executive Producer.",1,6216,3698,590265,440,0,0.1,1338.469387755102,0.5949163449163449,0,0,0,0,0.5,Randy Jackson
K240492339,Gustfernandes__,,1,5647,493,32,79,0,0.1,0.4,0.0873029927395077,0,0,0,0,0.5,Gustavo Fernandes
K309277320,Juicy_JessieG,,1,5515,3053,507,1655,0,0.1,0.3061594202898551,0.5535811423390753,0,0,0,0,0.5,Jessie G
K198001905,GelaFridman,be comfortable while being uncomfortable. mother. wife. technology @hugeinc,1,5756,875,369,783,0,0.1,0.47066326530612246,0.15201528839471856,0,0,0,0,0.5,Gela Fridman
K18036441,Stanford,Stanford is one of the world's leading research and teaching institutions. Official Twitter feed by University Communications.,1,6417,15252,493450,509,0,0.1,967.5490196078431,2.3768115942028984,0,0,0,0,0.5,Stanford University
K21733814,frillneck,From The Backstreet Boys,1,6342,18,45736,1,0,0.1,22868.0,0.002838221381267739,0,0,0,0,0.5,alexander mclean
K2798616144,linadbg,Relationships are made of talk - and talk is for girls and women.,1,4320,741849,29606,28121,0,0.1,1.052770073252258,171.72430555555556,0,0,0,0,0.5,Lina
K417363543,Shawndafut,Relationships and the Law of Attraction. Click Here:,1,5343,0,259,991,0,0.1,0.2610887096774194,0.0,0,0,0,0,0.5,Shawnda Ferranti
K21119984,meadowgroove,"Barrister, wannabe interior designer, general messer. I get panicky when running low on mayonnaise.",1,6349,23747,947,1587,0,0.1,0.5963476070528967,3.7402740589069143,0,0,0,0,0.5,finnk
K24908960,FreeSol,Contact/booking: contactfreesol@gmail.com,1,6321,9767,28474,970,0,0.1,29.324407826982494,1.5451669039708906,0,0,0,0,0.5,FreeSol
K236236336,rbvaughan,Not right wing... Just Right. #freedom #capitalism #objectivism https://t.co/Iq5MEjcBnU,1,5393,2377,521,473,0,0.1,1.09915611814346,0.44075653625069533,0,0,0,0,0.5,Robert Vaughan
K114295199,julibrant,"Se eu fosse um animal, seria uma cigarra",1,5987,742,91,78,0,0.1,1.1518987341772151,0.12393519291798898,0,0,0,0,0.5,Porco Charrua
K37687523,cory_arcangel,nu merch: https://t.co/40NCLREgSv,1,6273,4166,21552,661,0,0.1,32.5558912386707,0.6641160529252351,0,0,0,0,0.5,Cory Arcangel
K159354944,DeathToCambria,I am a walking conundrum. I'm also a mom and do mom stuff.,1,5856,4537,323,983,0,0.1,0.3282520325203252,0.7747609289617486,0,0,0,0,0.5,DeathToCambria
K7.86E+17,bradcdata,Data-driven problem solving #healthinformatics #pathologyinformatics #datawrangler #rstats #datascience #decisionsupport #utilisation,1,3555,139,24,188,0,0.1,0.12698412698412698,0.03909985935302391,0,0,0,0,0.5,Brad Carter
K2795845802,rabovitz,"This is me - friend of people, animals, and robots. Founder and CEO of Magic Leap.",1,4321,794,11443,227,0,0.1,50.18859649122807,0.18375376070354085,0,0,0,0,0.5,Rony Abovitz
K115414150,whamsy,"A movie, food and book addict, I pray everyday for the long life of George R.R Martin.",1,5983,237,73,265,0,0.1,0.2744360902255639,0.03961223466488384,0,0,0,0,0.5,Vamsy Atluri
K3320096611,kvlebcobb,,1,4066,85,45,126,0,0.1,0.3543307086614173,0.020905066404328577,0,0,0,0,0.5,kaleb
K574602943,happyB0T,I'm a learning Bot that will slowly expand my vocabulary based on tweets I find containing :) (happy faces). A project by Plummer-Fernandez. See also @sadB0T,1,5173,3622,240,2,0,0.1,80.0,0.7001739802822347,0,0,0,0,0.5,Happy Bot
K17919972,taylorswift13,Born in 1989.,1,6422,4161,83720371,244,0,0.1,341715.8,0.6479289940828402,0,0,0,0,0.5,Taylor Swift
K50975884,namie98,Meow! Lets chat with me. (my login same in tw) -  https://t.co/r6C9nuWBbb,1,6220,2,32,1589,0,0.1,0.02012578616352201,0.0003215434083601286,0,0,0,0,0.5,Uoker Rozamond
K57195124,CinemaPaulinia,Fique por dentro de tudo o que acontece no Polo Cultural e Cinematogríçfico de Paulí_nia.,1,6200,1931,9548,4779,0,0.1,1.997489539748954,0.3114516129032258,0,0,0,0,0.5,Cinema Paulí_nia
K43949484,jettheband,,1,6245,702,7973,6,0,0.1,1139.0,0.11240992794235388,0,0,0,0,0.5,jettheband
K435042800,ethansure,web developer,1,5321,33,39,174,0,0.1,0.22285714285714286,0.006201841759067845,0,0,0,0,0.5,ethansure
K215476014,austinGMAT,"Exceptional GMAT classes and MBA admissions coaching in Austin, TX.",1,5714,6848,1145,1005,0,0.1,1.1381709741550696,1.19845992299615,0,0,0,0,0.5,Austin GMAT Review
K2566206826,_whoisjohn,,1,4424,12884,253,168,0,0.1,1.4970414201183433,2.9122965641952985,0,0,0,0,0.5,sad
K4348237453,Matt_LeBlanc,Hey there. It's me.,1,3878,392,290004,101,0,0.1,2843.176470588235,0.10108303249097472,0,0,0,0,0.5,Matt LeBlanc
K19616327,MaryBonoUSA,"Doing it all backwards & in high heels. Married to @Astro_Oz Grammy to 2. Golfer, skier. Former Member of Congress. Find me @FaegreBD fighting the good fight.",1,6370,6454,13393,994,0,0.1,13.460301507537688,1.0131868131868131,0,0,0,0,0.5,Honorable Mary Bono
K14401698,genesimmons,Instagram: @GeneSimmons,1,6657,22610,809524,185,0,0.1,4352.279569892473,3.396424815983176,0,0,0,0,0.5,Gene Simmons
K25688061,AlvaroGarnero,EmpresÌÁrio e apresentador do programa 50 por 1 na TV Record. Fundador e dono  do Cafe de a Musique! http://t.co/T4UL7HDteT,1,6317,31719,968219,1348,0,0.1,717.7309117865085,5.021212600918157,0,0,0,0,0.5,Alvaro Garnero
K278672435,BEugeneSmith,"totes masc, all wizard",1,5570,3064,381,197,0,0.1,1.9242424242424243,0.5500897666068223,0,0,0,0,0.5,B. Eugene Smith
K67776033,RODRIGOMARINP,Ing. Agrí_nomo,1,6163,329,139,742,0,0.1,0.18707940780619112,0.0533830926496836,0,0,0,0,0.5,Rodrigo Marin
K99130637,nightsailer,"A Perl/PHP programmer, Co-founder & Architect of http://t.co/6e7arfIMni.",1,6039,451,378,207,0,0.1,1.8173076923076923,0.07468123861566485,0,0,0,0,0.5,Night Sailer
K25489250,DerrenBrown,Prince of Eternia and Defender of the Secrets of Castle Grayskull. Dislikes blue cheese.,1,6318,13979,2381045,78,0,0.1,30139.810126582277,2.212567268122824,0,0,0,0,0.5,Derren Brown
K14130366,sundarpichai,"CEO, @google",1,6691,897,756810,286,0,0.1,2636.968641114983,0.13406067852338963,0,0,0,0,0.5,sundarpichai
K15340816,jamiecullum,,1,6574,3466,130177,380,0,0.1,341.6719160104987,0.5272284758138119,0,0,0,0,0.5,Jamie Cullum
K18839785,narendramodi,Prime Minister of India,1,6387,14354,27878790,1688,0,0.1,16506.09236234458,2.2473774855174575,0,0,0,0,0.5,Narendra Modi
K18580813,momocj,Îšë_Îš_Ÿ©_ôî,1,6337,13160,2143,661,0,0.1,3.2371601208459215,2.076692441218242,0,0,0,0,0.5,_±_ÎìÊ_éÖ
K8.39E+17,JameYu7,editor£Âfocus on auto industry,1,3411,10,12,110,0,0.1,0.10810810810810811,0.002931691586045148,0,0,0,0,0.5,Jame Yu
K39203045,Residente,RenÌ© PÌ©rez Joglar https://t.co/luTlu9DKYG https://t.co/ZlkkLnylBW,1,6266,25791,5698734,1417,0,0.1,4018.8533145275037,4.116022981168209,0,0,0,0,0.5,Residente
K40835471,cameronbright,"Cameron Crigger aka Cameron Bright. Actor - Twilight, Little Glory, X-Men, Running Scared, Birth & @CTV_Television series Motive",1,6259,3422,99465,958,0,0.1,103.71741397288842,0.5467327049049369,0,0,0,0,0.5,Cameron Bright
K327262257,eva_recinos,Social media manager @hellogiggles. Writer feat in @LAWeeklyArts @CreatorsProject etc. Less than five feet tall. Check out my e-book: https://t.co/sMz8fXqxuF,1,5485,9367,1985,1941,0,0.1,1.022142121524202,1.7077484047402005,0,0,0,0,0.5,Eva Recinos
K14880616,Paula_Deen,"Cooking and family are the greatest gifts. Love and Best Dishes, y'all!",1,6619,6637,1437839,334,0,0.1,4292.05671641791,1.002719444024777,0,0,0,0,0.5,Paula Deen
K166211732,MatthewDaddona,Editor @deystreet. Co-host of the @killgenrenyc reading series. Editor @thescofieldmag. Poet and fiction writer.,1,5838,641,1175,1988,0,0.1,0.5907491201608849,0.10979787598492634,0,0,0,0,0.5,Matthew Daddona
K252663106,CameronNewton,https://t.co/Vp5XEujVVc,1,5621,340,947282,80,0,0.1,11694.839506172839,0.06048745774773172,0,0,0,0,0.5,Cameron Newton
K266612587,umar_burney,"President at LUMS Daily Student, Aspiring Entrepreneur and an avid cricket fan.",1,5593,30,57,202,0,0.1,0.28078817733990147,0.005363847666726265,0,0,0,0,0.5,Umar Burney
K2239718538,jennykijowski,"Jenny lives, works, and writes in Brooklyn with her partner, twins, and pit bull.",1,4592,226,64,90,0,0.1,0.7032967032967034,0.04921602787456446,0,0,0,0,0.5,Jenny Kijowski
K365587588,Shoham_11,"Grad Student at University of Ottawa, Arsenal Fan , Chemical Engineer , Foodholic , Gooner till I Die ,Thats me.",1,5424,358,325,484,0,0.1,0.6701030927835051,0.06600294985250738,0,0,0,0,0.5,Shoham Das
K83147002,anthonyedwards,Official Anthony Edwards Twitter Page,1,6107,295,303837,44,0,0.1,6751.933333333333,0.04830522351400033,0,0,0,0,0.5,Anthony Edwards
K239194161,kayivelisse,simple girl; lover of art; self proclaimed Queen of facial expressions; proud dork; Elephants & animated film enthusiast  #Bruins #Pats _ôÖ_ô_Â_ôÖìäìë,1,5650,7006,268,691,0,0.1,0.3872832369942196,1.24,0,0,0,0,0.5,Kayla
K16143507,lights,ElectroSoul. Midnight Machines out now: https://t.co/4RmVc6FSPA Tour dates: https://t.co/wUUzh9b8zl,1,6514,16654,687819,289,0,0.1,2371.789655172414,2.5566472213693583,0,0,0,0,0.5,Lights
K135421739,sachin_rt,Proud Indian,1,5921,1361,14896759,78,0,0.1,188566.56962025317,0.22985982097618646,0,0,0,0,0.5,sachin tendulkar
K16190898,RyanSeacrest,"proud son, brother, friend, my lab Georgia's dad, broadcaster, producer, passion for music, food, travel, art & bringing smiles to kids in hospitals across US",1,6511,12438,15770327,546,0,0.1,28830.579524680074,1.9103056366149593,0,0,0,0,0.5,Ryan Seacrest
K22225065,AdamAWanderer,"Very old person, 71, low energy, not interested in much at all, tired, worn, down and out.",1,6338,61024,1434,4374,0,0.1,0.32777142857142855,9.62827390343957,0,0,0,0,0.5,William
K3309952369,voiceofskyler,Professional #audiobook #narrator and #artist. Artwork and Audiobooks available at https://t.co/7ZZZ6vQ07U  RTs are appreciated!,1,3986,381,5904,5767,0,0.1,1.0235783633841886,0.09558454591068741,0,0,0,0,0.5,Skyler Morgan
K26799554,Kenny_Mayne,,1,6312,20775,349930,845,0,0.1,413.628841607565,3.2913498098859315,0,0,0,0,0.5,Kenny Mayne
K21421109,catherinedwyer,,1,6346,209,227,375,0,0.1,0.6037234042553191,0.03293413173652695,0,0,0,0,0.5,catherine dwyer
K30274273,Mc_Driver,"Follower of Jesus, Husband, Father and NASCAR Driver for @LFR95",1,6297,7708,83078,368,0,0.1,225.14363143631437,1.2240749563284103,0,0,0,0,0.5,Michael McDowell
K7.62E+17,IzzieStark99,,1,5758,0,13,25,0,0.1,0.5,0.0,0,0,0,0,0.5,izzie starkweather
K501035794,ilkinhasanov89,"Freelance journalist, MA graduate Caucasus School of Journalism and Media Management at GIPA",1,5248,837,250,410,0,0.1,0.6082725060827251,0.15948932926829268,0,0,0,0,0.5,Ilkin Hasanov
K72915722,CharlizeAfrica,,1,6145,1707,513333,243,0,0.1,2103.8237704918033,0.27778681855166804,0,0,0,0,0.5,Charlize Theron
K1866615566,Rugvds,Graduate student at NYU Tandon School of Engineering. Fan-fic reader and engineer by day soccer defender at night. Manchester United FC is life.,1,4678,80,91,159,0,0.1,0.56875,0.017101325352714837,0,0,0,0,0.5,Rugved Sawant
K21554757,ScottStapp,Proud father & husband Voice of #Creed #ScottStapp #ArtOfAnarchyBand Booking inquiries: justin.hirschman@Artistgrp.com Management: scottstappmgmt@gmail.com,1,6344,4943,140359,119,0,0.1,1169.6583333333333,0.7791614123581336,0,0,0,0,0.5,Scott Stapp
K231673319,JoeSpeeds,#WatsonIoT AutoLAB Product Owner #AccessibleOlli #cognitivemobility with @localmotors @IBMAccess @IBMWatson @ibmiot,1,5669,6819,5458,4382,0,0.1,1.245265799680584,1.2028576468512966,0,0,0,0,0.5,Joe Speed
K7.71E+17,Daniel_Chase_,"Oxford grad student interested in all things law, finance, & tech",1,3596,65,41,182,0,0.1,0.22404371584699453,0.018075639599555063,0,0,0,0,0.5,Daniel Chase
K223277612,sukiebearz,"I don't know what the fuck I'm doing, but I'm doing it with enthusiasm.",1,5693,4018,79,244,0,0.1,0.3224489795918367,0.7057790268751097,0,0,0,0,0.5,SukieBearz
K32213059,megananomous,there is NO FLASH without Iris West __ #love __,1,6290,90448,4125,4064,0,0.1,1.014760147601476,14.379650238473769,0,0,0,0,0.5,Meg _
K144483819,yezhang86,PhD student at Penn State University.,0,5896,6,9,30,0,0.1,0.2903225806451613,0.0010176390773405698,0,0,0,0,0.5,Ye Zhang
K254136706,CoryTV,"Bloomberg Radio & TV anchor, investigative reporter, fmr. hedge fund portfolio manager. Telling the story of technology disrupting business. Instagram: coryjohn",1,5618,8469,33419,1245,0,0.1,26.82102728731942,1.5074759700961196,0,0,0,0,0.5,Cory Johnson
K52181976,NateDiaz209,"Were at the Graciefighterlodi gym 1744 ackerman dr lodi ca come train. For Seminars, Appearances and other business contact mike@realtalkent.co Tel 408-583-7220",1,6217,1884,820444,505,0,0.1,1621.4308300395257,0.30304005147177093,0,0,0,0,0.5,Nathan Diaz
K209500155,paqman13,just trying not to lose my shit,1,5730,8275,383,531,0,0.1,0.7199248120300752,1.4441535776614312,0,0,0,0,0.5,_tÛñvÛñ
K125499355,dfjsteve,Rocket Ship Builder (that was Twitter's default option... how perfect),1,5950,1311,13519,32,0,0.1,409.6666666666667,0.2203361344537815,0,0,0,0,0.5,Steve Jurvetson
K100803521,forehandloop,Book project: Towards Apparent Event Horizon,1,6032,5830,287,597,0,0.1,0.479933110367893,0.9665119363395226,0,0,0,0,0.5,He-3
K25961982,KishoreGSundar,Fast and steady wins the race.,1,6315,12909,1549,734,0,0.1,2.1074829931972787,2.0441805225653207,0,0,0,0,0.5,kishore
K34701524,richeisen,"This is my official Twitter. But, as always, the yellow line is unofficial.",1,6284,37334,1117918,750,0,0.1,1488.572569906791,5.941120305537874,0,0,0,0,0.5,Rich Eisen
K768197010058915840,Games4Lyf2,Am I cool yet?,1,3605,8,49,475,0,0.1,0.10294117647058823,0.002219140083217753,0,0,0,0,0.5,Septic4Lyf
K25844958,SammieAlways,A God fearing man simply trying to find my way. Music is my Life....For booking booksammie@gmail.com #SA IG:SammieAlways,1,6316,53377,156924,1274,0,0.1,123.07764705882353,8.451076630778974,0,0,0,0,0.5,SAMMIE
K76331386,menakaonline,Numerous range of graphic collections at heywor,1,6132,258,138,478,0,0.1,0.2881002087682672,0.04207436399217221,0,0,0,0,0.5,Heywor
K71079871,bookstylist,Creator Relations @Wattpad | @PlayersTO BoD | Cats | Snacks | Larry _ôÍ‚,1,6357,2441,910,1008,0,0.1,0.9018830525272548,0.38398615699229194,0,0,0,0,0.5,Alessandra
K78122166,carlosbeltran15,Carlos Beltran is a major league player with the Houston Astros.,1,6126,551,173393,89,0,0.1,1926.588888888889,0.08994449885732941,0,0,0,0,0.5,Carlos Beltran
K21915158,doscareers,U.S. Department of State worldwide & domestic careers. Formulate & implement U.S. foreign policy and contribute to improving our global society.,1,6341,11838,25076,4654,0,0.1,5.386895810955961,1.8668979656205646,0,0,0,0,0.5,DOS Careers
K947192262,TheJohnAbraham,Actor,1,4983,3781,1825704,7,0,0.1,228213.0,0.7587798514950833,0,0,0,0,0.5,John Abraham
K177345928,CMPunk,Sociopathic straight edge atheist sweetheart with no Facebook account.,1,5809,14498,2686362,300,0,0.1,8924.790697674418,2.495782406610432,0,0,0,0,0.5,Coach
K23044011,SugarcultMarko,...Baby I'm lost just like you!  @Sugarcult Bad Astronaut. Musician. DJ. Writer. Teacher. Scholar. Lover.,1,6332,3047,4358,850,0,0.1,5.121034077555817,0.4812065698041693,0,0,0,0,0.5,Marko DeSantis
K119574566,ronanmylove,__me gusta el cafŽ y muchxs artistas que es imposible ponerlxs todxs aqu’__,1,5969,428,775,953,0,0.1,0.8123689727463312,0.07170380298207404,0,0,0,0,0.5,Daemon Black__
K196291388,jhouss_,,1,5761,6008,346,280,0,0.1,1.2313167259786477,1.0428745009546954,0,0,0,0,0.5,"Estevan, Jonathan."
K38252077,ChrisGorham,"An actor, husband, dad and director living in LA. You'll find me on facebook at https://t.co/k29DdmcrWy and on Instagram at chrisgorham",1,6271,33071,116573,1280,0,0.1,91.0015612802498,5.273640567692553,0,0,0,0,0.5,Christopher Gorham
K215952307,JKCorden,"Dancer. Ballet, Tap and Modern. I dont read DM's!",1,5713,9769,8637650,2001,0,0.1,4314.51048951049,1.709959740941712,0,0,0,0,0.5,James Corden
K657863,kevinrose,,1,7110,11089,1737956,664,0,0.1,2613.4676691729323,1.5596343178621659,0,0,0,0,0.5,Kevin Rose ‰Ý©
K39537908,michamoore,"I am the only one who gets to define who I am, what I feel, and how I love. Vegan-in-training. Nurse Practitioner Student. @UMich+@Yale. #safetypin #indivisible",1,6058,5456,318,189,0,0.1,1.6736842105263159,0.9006272697259822,0,0,0,0,0.5,Michael Anthony
K32549069,CharmCityDevils,"Raw, Sweaty, Dirty Rock-N-Roll! http://t.co/pcY7QOuZcn",1,6290,2229,4440,423,0,0.1,10.471698113207546,0.35437201907790145,0,0,0,0,0.5,Charm City Devils
K160781725,taylorpfreeman,Founder & CEO @UploadVR | Bringing VR & AR to the Masses | Forbes 30 Under 30,1,5852,577,4255,267,0,0.1,15.876865671641792,0.09859876965140123,0,0,0,0,0.5,Taylor Freeman
K749963,pierre,"Be you. Be cool. eBay, Omidyar Network, Peer News/Civil Beat, First Look. DCD2 BC7F 5341 A2B9 B188 928A 2CB2 7535 C8A5 4876",1,7094,9671,533146,454,0,0.1,1171.7494505494506,1.3632647307583874,0,0,0,0,0.5,Pierre Omidyar
K19386108,christianbok,Experimental Poet,1,6374,12888,10576,91,0,0.1,114.95652173913044,2.0219642296830878,0,0,0,0,0.5,Christian Bok
K7.81E+17,aronyniqi1234,Amo bailar,1,3570,7,29,207,0,0.1,0.13942307692307693,0.00196078431372549,0,0,0,0,0.5,Julieta Traico
K18133405,tonibraxton,Mother First! Singer/Aunt/Author/Actress/Entertainer/TV Producer/Chef/Sister/Daughter/ - TB,1,6413,15668,1676505,246,0,0.1,6787.469635627531,2.4431623265242477,0,0,0,0,0.5,Toni Braxton
K21705616,jimjonescapo,#VampireLife bookings for #JimJones bookjimjones@gmail.com  info@nextofkinent.com,1,6343,20050,3878570,652,0,0.1,5939.617151607963,3.1609648431341637,0,0,0,0,0.5,Jim Jones
K243856880,gummatt,"#bitcoin #crypto #JS #Node, rockets, science. Liverpool JS founder, entrepreneur, words are mine unless hacked or intoxicated  0xb70b5e25f470bd12 https://t.co/z4GGcV07JH",1,5640,6719,426,602,0,0.1,0.7064676616915423,1.1913120567375886,0,0,0,0,0.5,Matt B
K19648044,asuka111,Thai freelance artist. Inspired by Japanese Manga & Anime.,1,6369,6636,5273,293,0,0.1,17.935374149659864,1.041921808761187,0,0,0,0,0.5,Asuka111
K1196254680,NSaina,Managed by IOS @iosindiaoff .Sponsors @yonex_com @EdelweissFin @Herbalife24 @StarSportsIndia @kaira_India @BajajNomarks @SavlonIndia @HihonorIndia @kelloggscare,1,4886,5428,3342242,799,0,0.1,4177.8025,1.1109291854277528,0,0,0,0,0.5,Saina Nehwal
K1000952606,ni9026,,1,4957,2,2,30,0,0.1,0.06451612903225806,0.00040346984062941297,0,0,0,0,0.5,SHUYOUN CHANG
K15781713,DeleuzeGuattari,"Since each of us was several, there was already quite a crowd",1,6542,11363,7519,7,0,0.1,939.875,1.736930602262305,0,0,0,0,0.5,Deleuze and Guattari
K97378532,nvpatil123,A hardcore gamer and passionate game developer! Loves to make friends!... 245F58FFE,1,6046,17,35,105,0,0.1,0.330188679245283,0.002811776381078399,0,0,0,0,0.5,Patil Nikhil V.
K3291805096,hoIIybassett,"A loser, wannabe everything who loves defining things on Google and is obsessed with Captain America.",1,5718,32183,632,290,0,0.1,2.1718213058419242,5.628366561734873,0,0,0,0,0.5,Holly Bassett
K11009852,benparr,"Co-founder and CMO of @OctaneAI _ÙÓ´ // Author of @Captivology // Investor (uBeam, Shots) // Advisor (Lufthansa, RebelMouse) // Formerly Mashable, CNET",1,6784,44708,65691,2176,0,0.1,30.175011483693154,6.590212264150943,0,0,0,0,0.5,Ben Parr #SXSW
K21655507,JessicaBurciaga,SnapChat- Jess.Burciaga Contact: bookjessicaburciaga@gmail.com #BurciagaBlends @bellamihair https://t.co/s16iXevADz,1,6343,25837,202929,605,0,0.1,334.86633663366337,4.07330915970361,0,0,0,0,0.5,Jessica Burciaga
K27338153,VerneTroyer,Before u succeed u must 1st believe,1,6310,5252,125901,1791,0,0.1,70.25725446428571,0.8323296354992076,0,0,0,0,0.5,Verne Troyer
K347894153,susan_temple,"Communications at @Reuters, Formerly @Mashable. Proud @HamiltonCollege alum. Opinions are my own.",1,5452,1639,908,1047,0,0.1,0.8664122137404581,0.30062362435803375,0,0,0,0,0.5,Susan Temple
K729436178,aerialloos,rosa.a.aiello@gmail.com,1,5089,534,265,238,0,0.1,1.108786610878661,0.10493220672037729,0,0,0,0,0.5,ROSA AIELLO
K40082948,ne3na,I like cats. I make cakes. I cook. I read books. And I'm ever so slightly neurotic.,1,6263,4047,193,208,0,0.1,0.9234449760765551,0.6461759540156474,0,0,0,0,0.5,Aleena
K28538044,howardhlederer,Poker Player,1,6304,768,33713,37,0,0.1,887.1842105263158,0.1218274111675127,0,0,0,0,0.5,Howard Lederer
K268400722,DanielSturridge,Pro football player for @liverpoolfc @NikeUK athlete @sainsburys http://t.co/35RVuKRaHB Instagram @danielsturridge\nhttp://t.co/e1fVY0GXmv,1,5590,1389,1961954,420,0,0.1,4660.2232779097385,0.248479427549195,0,0,0,0,0.5,Daniel Sturridge
K709181596494991360,mathmoreo,Biological weapon of small scale inconvenience.Rated posts if ever and all around weirdo. Plays online games if you want to play with?,1,3767,9474,69,586,0,0.1,0.11754684838160136,2.5149986726838334,0,0,0,0,0.5,AlolaFen
K582454742,carinahsieh,assistant editor @cosmopolitan @snapchat discover | candace bushnell once called me the samantha jones of tinder | carina.hsieh at gmail dot com,1,5164,11364,9446,1020,0,0.1,9.251714005876591,2.200619674670798,0,0,0,0,0.5,Carina Hsieh
K34776475,VerticalHorizon,"Vertical Horizon - Matt Scannell, serial seriousist.",1,6284,5383,17289,127,0,0.1,135.0703125,0.8566199872692553,0,0,0,0,0.5,Vertical Horizon
K56889733,iBridi,,1,6201,29930,405,324,0,0.1,1.2461538461538462,4.826640864376714,0,0,0,0,0.5,bruxo comunista
K14464766,thelittleidiot,bald alien. adopted son of john waters. lover of alf & the a.l.f.  #animalrights #littlepine #thesesystemsarefailing #impeachtrump . vegan since 1987,1,6651,11970,1344610,2006,0,0.1,669.960139511709,1.7997293640054126,0,0,0,0,0.5,moby X‰ÒÜX
K2402171861,balof2001,,1,4501,48,278,3370,0,0.1,0.08246811035301098,0.010664296822928238,0,0,0,0,0.5,balofin abimbola
K78431501,BachusAL06,"U.S. Congressman, AL-06",1,6125,532,8313,2,0,0.1,2771.0,0.08685714285714285,0,0,0,0,0.5,Spencer Bachus
